game_name,average_score,gb_review_count,original_release_date,id,name,Genre1,Genre2,Genre3,Genre4,Genre5,Involved_company1,Involved_company2,rating,rating_count,franchise_len,first_release_date,multiplayer
Donkey Kong,0.825,784,1981-07-09,1089,Donkey Kong,8,9,33,0,0,421,9507,81.68960228357318,55,1,771552000,0
Donkey Kong,0.825,784,1981-07-09,141959,Donkey Kong,8,33,0,0,0,1774,70,65.24541778547953,43,1,427075200,0
Donkey Kong Jr.,1.0,98,2010-04-19,84555,Donkey Kong Jr.,33,0,0,0,0,70,,78,4,1,404438400,0
Donkey Kong Jr.,1.0,98,2010-04-19,178166,Donkey Kong Jr.,8,33,0,0,0,1774,70,66.3961688112398,21,1,427075200,0
Dr. Luigi,0.6,98,2013-12-31,3478,Dr. Luigi,9,15,0,0,0,803,866,74,4,1,1388448000,1
Dragalia Lost,0.8,49,2018-09-27,99118,Dragalia Lost,12,0,0,0,0,6181,70,89.48338745576955,10,1,1538006400,0
Dragon Ball Z: Battle of Z,0.4,392,2014-01-23,2583,Dragon Ball Z: Battle of Z,4,0,0,0,0,1221,248,59.68843975168657,18,1,1390435200,1
Dragon Ball Z: Budokai,0.6,98,2002-11-29,2563,Dragon Ball Z: Budokai,4,0,0,0,0,396,1216,66.3660969855961,75,1,1036195200,0
Dragon Ball Z: Budokai 3,1.0,147,2004-11-16,2566,Dragon Ball Z: Budokai 3,4,0,0,0,0,396,617,79.14861247139748,109,1,1100563200,1
Dragon Ball Z: Budokai HD Collection,0.7333333333333333,294,2012-11-06,21701,Dragon Ball Z: Budokai HD Collection,4,0,0,0,0,396,5024,71.29782718038163,9,1,1351814400,0
Dragon Ball Z: Ultimate Battle 22,0.2,98,1995-07-28,2543,Dragon Ball Z: Ultimate Battle 22,4,0,0,0,0,321,617,59.16101840077396,35,1,806889600,0
Dragon Quest IV: Chapters of the Chosen,0.7714285714285715,1029,1990-02-11,1815,Dragon Quest IV: Chapters of the Chosen,12,31,0,0,0,2254,26,79.56104379906223,29,1,1195689600,0
Dragon Quest IX: Sentinels of the Starry Skies,0.8666666666666666,1323,2009-07-11,1820,Dragon Quest IX: Sentinels of the Starry Skies,12,0,0,0,0,837,70,84.42777717795852,41,1,1247270400,0
Dragon Warrior,0.9,98,1986-05-27,205229,Dragon Warrior,12,31,0,0,0,70,1093,78.13375463213673,15,1,517536000,0
Drakengard,0.8,147,2003-09-11,11635,Drakengard,12,25,0,0,0,329,139,68.54732343094986,46,1,1063238400,0
DreadOut,0.5333333333333333,147,2014-05-15,11712,DreadOut,9,31,32,0,0,6188,,28.06285598718909,24,1,1400112000,1
Dreamkiller,0.45,392,2009-10-12,11331,Dreamkiller,5,0,0,0,0,2547,73,39.4134857047428,6,1,1255305600,0
Driv3r,0.3,294,2004-06-21,5817,Driv3r,5,10,0,0,0,650,2406,54.23436233865331,75,1,1087776000,0
Driveclub,0.52,490,2014-10-07,1940,Driveclub,10,0,0,0,0,1213,13634,72.87845879824368,87,1,1412640000,0
Dune II: The Building of a Dynasty,1.0,147,1992-12-31,86,Dune II: The Building of a Dynasty,11,15,0,0,0,113,8108,89.87107366689861,86,1,723168000,0
Dungeon Defenders,0.8666666666666666,294,2011-01-13,3043,Dungeon Defenders,12,15,31,32,0,1428,1429,70.91320951651983,53,1,1292371200,1
Dungeon Fighter Online,0.8,392,2009-09-22,26606,Dungeon Fighter Online,12,25,31,33,0,7716,8431,79.62435101438626,11,1,1122854400,0
Dungeon Hearts,0.6,49,2013-03-28,9827,Dungeon Hearts,9,15,32,0,0,5285,634,50,4,1,1364428800,0
Dungeon Keeper,1.0,147,2013-10-10,35,Dungeon Keeper,11,15,0,0,0,14,1,85.70570450607761,154,1,867283200,1
Dungeon Siege,0.4,147,2002-03-31,329,Dungeon Siege,12,0,0,0,0,53,239,78.90762349500113,108,1,1017964800,1
Dungeons & Dragons: Heroes,0.4,196,2003-09-16,5819,Dungeons & Dragons: Heroes,12,25,31,0,0,2406,,70,4,1,1063756800,1
Dustoff Heli Rescue 2,0.2,98,2017-05-30,30572,Dustoff Heli Rescue 2,5,32,33,0,0,5314,10507,70,1,1,1475020800,0
Dynamite Headdy,0.9,294,1994-08-04,22744,Dynamite Headdy,8,0,0,0,0,112,861,72.37248327204917,24,1,776044800,0
E.T. the Extra-Terrestrial,0.32,245,2001-12-14,6706,E.T. the Extra-Terrestrial,15,31,0,0,0,82,,48.53571448893459,33,1,407548800,0
E.Y.E: Divine Cybermancy,0.8,147,2011-07-29,6230,E.Y.E: Divine Cybermancy,5,12,32,0,0,2723,,79.33096794223205,16,1,1311897600,1
Earth Defense Force 4.1: The Shadow of New Despair,0.8,49,2015-04-02,11002,Earth Defense Force 4.1: The Shadow of New Despair,5,31,0,0,0,449,2481,70.69615951626642,10,1,1427932800,1
EarthBound,0.9636363636363636,539,1994-08-27,2899,EarthBound,12,16,31,0,0,1393,21480,89.49740351532483,432,1,777945600,0
Echo,0.4,98,2017-09-19,19448,Echo,5,12,31,32,0,10821,,60.62705688997595,25,1,1505779200,0
Edna & Harvey: The Breakout,0.9,98,2011-02-08,15736,Edna & Harvey: The Breakout,2,31,32,0,0,2248,,79.57443618449646,33,1,1230681600,0
Einhänder,1.0,49,1998-05-05,1360,Einhänder,5,0,0,0,0,250,26,79.79598942680305,17,1,879984000,0
Empire: Total War,0.8400000000000001,245,2009-03-03,441,Empire: Total War,11,15,16,24,0,111,112,78.07533117837791,130,1,1236038400,0
Enchanted Arms,0.6,490,2006-08-29,6988,Enchanted Arms,12,15,16,0,0,1012,,69.9634535711064,9,1,1137024000,0
Ender Lilies: Quietus of the Knights,0.9,196,2021-01-21,138858,Ender Lilies: Quietus of the Knights,8,12,31,32,0,31125,31126,85.84196116940235,35,1,1611187200,0
Enslaved: Odyssey to the West,0.7875,2352,2010-10-05,2538,Enslaved: Odyssey to the West,8,9,31,0,0,6330,795,80.45084351999506,184,1,1286236800,0
Europa Universalis III: Heir to the Throne,1.0,98,2009-12-15,743,Europa Universalis III: Heir to the Throne,15,0,0,0,0,517,,69.34022095443767,5,1,1260835200,0
Event[0],0.8,98,2016-09-14,18397,Event[0],9,31,32,0,0,9427,,67.57761089465775,28,1,1473811200,0
Ever Oasis,0.8,196,2017-06-23,19596,Ever Oasis,9,12,31,0,0,739,70,57.71366509494819,12,1,1497312000,0
Everlasting Summer,0.4,49,2013-11-05,8968,Everlasting Summer,31,32,34,0,0,4751,,85.21415707068309,87,1,1416268800,0
Everything,0.9,98,2017-03-21,27910,Everything,12,13,31,32,0,20651,85,71.79308582017771,52,1,1490054400,0
Evochron Mercenary,0.8,98,2010-09-17,15071,Evochron Mercenary,13,32,0,0,0,7530,,60,1,1,1326758400,1
Extreme Exorcism,0.6,49,2015-09-23,20026,Extreme Exorcism,8,31,32,33,0,2852,40915,59.96380881068264,6,1,1442966400,1
F-Zero: GP Legend,0.8,49,2003-11-28,3493,F-Zero: GP Legend,10,0,0,0,0,1814,70,73.114332740338,7,1,1069977600,0
F.E.A.R. 2: Project Origin,0.7222222222222222,3528,2009-02-10,520,F.E.A.R. 2: Project Origin,5,0,0,0,0,407,50,76.89837368547717,230,1,1234224000,0
FIFA Soccer 06,0.8,98,2005-10-04,700,FIFA Soccer 06,14,0,0,0,0,1,277,71.47421881017551,69,1,1128038400,0
Fable,0.7428571428571429,686,,521,Fable,12,31,0,0,0,410,53,84.03649537834082,263,1,1095120000,1
FaceBreaker,0.4,147,2008-09-02,4852,FaceBreaker,4,13,14,0,0,1945,277,70,1,1,1220400000,0
Factorio,0.8,49,2016-02-25,7046,Factorio,13,15,32,0,0,14951,,84.83381649552257,207,1,1456358400,1
Fairytale Fights,0.4666666666666667,441,2009-10-27,6991,Fairytale Fights,8,9,25,31,0,384,,60.20408163265306,5,1,1256256000,1
Fallout 76,0.44000000000000006,245,2018-11-13,103020,Fallout 76,5,12,0,0,0,126,16565,57.63392673333429,186,1,1542153600,1
Fallout Shelter,0.4,196,2015-06-14,11119,Fallout Shelter,12,13,15,0,0,7433,16565,63.96902850206861,307,1,1434240000,0
Fallout Tactics: Brotherhood of Steel,0.8,98,2001-03-14,17,Fallout Tactics: Brotherhood of Steel,12,15,16,24,0,246,247,70.19481798061078,83,1,984614400,0
Fallout: Brotherhood of Steel,0.4,98,2004-01-14,7412,Fallout: Brotherhood of Steel,12,25,0,0,0,24213,,61.80663390494622,13,1,1073952000,1
Fallout: New Vegas,0.7934426229508197,5978,2010-10-19,16,Fallout: New Vegas,5,12,0,0,0,47,248,87.02659831724473,1741,1,1287446400,0
Fantasian,1.0,49,2021-04-02,116588,Fantasian,12,16,0,0,0,2221,,70.66126452237451,6,1,1617321600,0
Fantastic 4,0.4,98,2005-07-27,3914,Fantastic 4,25,31,0,0,0,1244,66,62.83568451271005,22,1,1119830400,0
Far Cry 4,0.7333333333333333,882,2014-11-18,6801,Far Cry 4,5,24,31,0,0,38,398,76.49248273057808,901,1,1416268800,1
Fat Princess,0.8421052631578947,931,2009-07-30,19820,Fat Princess,11,15,25,0,0,10220,7963,70.05313610571197,13,1,1248912000,1
Fatal Fury 2,0.8,98,1992-12-10,4435,Fatal Fury 2,4,0,0,0,0,1474,2381,67.62298433268279,31,1,724118400,1
Fate/Extella: The Umbral Star,0.6,98,2016-11-10,19799,Fate/Extella: The Umbral Star,4,25,0,0,0,6071,2187,76.2225823918221,9,1,1478736000,0
Faxanadu,0.8666666666666666,147,1987-11-16,1974,Faxanadu,8,12,31,0,0,70,864,80.3383728936973,30,1,564105600,0
Fight Night Round 3,0.8800000000000001,490,2006-02-20,5836,Fight Night Round 3,4,14,0,0,0,454,2558,61.75513966822705,24,1,1140393600,0
Final Fantasy,0.75,196,1987-12-18,385,Final Fantasy,12,31,0,0,0,250,70,77.16818262907508,221,1,566784000,0
Final Fantasy,0.75,196,1987-12-18,121688,Final Fantasy,12,0,0,0,0,250,321,79.30841429353453,28,1,976320000,0
Final Fantasy,0.75,196,1987-12-18,158980,Final Fantasy,12,0,0,0,0,321,26,82.19322341748327,31,1,1627430400,0
Final Fantasy IV,0.9199999999999999,1470,2007-12-20,399,Final Fantasy IV,12,31,0,0,0,322,26,81.94025923715262,81,1,1198108800,0
Final Fantasy IV,0.9199999999999999,1470,2007-12-20,16587,Final Fantasy IV,12,0,0,0,0,250,26,83.54331238328486,178,1,679881600,0
Final Fantasy IV,0.9199999999999999,1470,2007-12-20,158983,Final Fantasy IV,12,0,0,0,0,321,26,81.66829402564917,13,1,1631059200,0
Final Fantasy Tactics,0.95,784,1997-06-20,428,Final Fantasy Tactics,12,15,16,24,0,26,13634,85.85777908022197,155,1,866764800,0
Final Fantasy VII,0.9357142857142857,4116,1997-01-31,427,Final Fantasy VII,12,16,31,0,0,13634,52975,90.1453483676525,1284,1,854668800,0
Final Fantasy VII,0.9357142857142857,4116,1997-01-31,207021,Final Fantasy VII,12,16,31,0,0,4,250,89.00110578695171,7,1,898646400,0
Final Fantasy VII,0.9357142857142857,4116,1997-01-31,207026,Final Fantasy VII,12,16,0,0,0,26,250,83.58647979667923,12,1,1344902400,0
Final Fantasy VII Remake,0.9333333333333333,588,2020-04-10,11169,Final Fantasy VII Remake,12,31,0,0,0,2438,26,87.98173112820058,363,1,1586476800,0
Final Fantasy XIII,0.6694444444444445,3528,2010-03-09,389,Final Fantasy XIII,12,31,0,0,0,52915,26,73.55487069090526,357,1,1261008000,0
Final Fantasy: The 4 Heroes of Light,0.7,392,2009-10-29,17463,Final Fantasy: The 4 Heroes of Light,12,31,0,0,0,26,322,78,2,1,1256774400,1
Fire Emblem Heroes,0.64,245,2017-02-02,26841,Fire Emblem Heroes,12,13,15,16,0,70,765,62.75329690949546,69,1,1485993600,0
Fire Emblem: The Sacred Stones,0.85,196,2004-10-07,1440,Fire Emblem: The Sacred Stones,12,15,16,24,0,25077,70,91.78402968415433,108,1,1097107200,0
Fortnite,0.5,196,2017-07-25,1905,Fortnite,5,12,13,15,31,167,17463,70.7327957235589,688,1,1500940800,1
Fortnite,0.5,196,2017-07-25,231090,Fortnite,5,0,0,0,0,3595,,50.83812260536398,9,1,1515542400,0
Forza Horizon 2,1.0,294,2014-09-30,7326,Forza Horizon 2,10,13,0,0,0,1010,1432,82.89839173218333,104,1,1412035200,0
Fossil Fighters: Champions,0.8,98,2011-11-14,20979,Fossil Fighters: Champions,12,0,0,0,0,70,2233,86,1,1,1290038400,0
Fractal: Make Blooms Not War,0.6,98,2010-05-26,15062,Fractal: Make Blooms Not War,9,32,0,0,0,6131,,60,3,1,1307318400,0
Fragments of Him,0.4,49,2016-05-03,12518,Fragments of Him,13,31,32,34,0,6546,,60,2,1,1462233600,0
Free Realms,0.7,98,2009-04-28,20279,Free Realms,9,10,12,16,35,243,,80.41525943510486,5,1,1240876800,0
Freedom Fighters,0.8666666666666666,882,2003-10-01,719,Freedom Fighters,5,13,24,0,0,1,290,78.33655094167983,95,1,1064534400,1
Frogger,0.52,490,1997-11-03,6795,Frogger,8,33,0,0,0,112,129,67.11168541511589,63,1,365472000,0
Frogger,0.52,490,1997-11-03,11465,Frogger,9,31,33,0,0,183,749,46.42644801242051,22,1,875577600,1
Front Mission 3,0.8,98,1999-09-02,1502,Front Mission 3,12,15,16,0,0,252,26,83.81984074029768,25,1,936230400,0
Front Mission Evolved,0.5,588,2010-09-28,1508,Front Mission Evolved,5,13,0,0,0,26,160,63.95021604121085,10,1,1284595200,1
Full Throttle,0.8,294,,180,Full Throttle,2,9,31,0,0,10,,83.202754425469,150,1,799200000,0
Furi,0.8666666666666666,147,2016-07-05,17026,Furi,5,25,31,32,0,8460,,78.45468104518346,155,1,1467676800,0
Gaiares,1.0,49,1990-12-26,93373,Gaiares,5,0,0,0,0,827,2418,79.78873266629256,5,1,662169600,0
Game Dev Story,0.9272727272727274,539,1997-10-09,19815,Game Dev Story,12,13,15,31,32,10218,,69.85139501483089,21,1,828316800,0
Garshasp: The Monster Slayer,0.6,196,2011-05-09,3279,Garshasp: The Monster Slayer,9,25,31,32,0,1717,1718,59.15902932484902,6,1,1304899200,0
Gears of War 2,0.8954545454545455,4312,2008-11-07,548,Gears of War 2,5,0,0,0,0,53,167,83.89554953554496,355,1,1226016000,1
Gears of War 3,0.915,3920,2011-09-20,492,Gears of War 3,5,0,0,0,0,53,17463,82.25513124003317,267,1,1316476800,1
Geist,0.6,49,2005-08-15,3928,Geist,5,13,31,0,0,70,319,79.22666323663728,7,1,1124064000,0
Generation Zero,0.6,49,,65445,Generation Zero,5,31,0,0,0,25397,,65.17829045005942,28,1,1553558400,1
Genshin Impact,1.0,49,2020-09-28,119277,Genshin Impact,12,31,0,0,0,41907,40242,79.76125656121843,372,1,1601251200,1
Geometry Wars: Retro Evolved,0.8307692307692308,637,2005-11-22,15756,Geometry Wars: Retro Evolved,33,0,0,0,0,1208,66,61.18625195607336,17,1,1132617600,0
Geometry Wars: Retro Evolved 2,0.9428571428571428,1715,2008-07-30,4887,Geometry Wars: Retro Evolved 2,5,0,0,0,0,1208,66,87.61899660919178,15,1,1217376000,1
Get Even,0.6,49,2017-06-22,7350,Get Even,5,31,0,0,0,893,248,70.25313839906936,30,1,1498176000,0
Ghost in the Shell,0.6,49,1997-10-31,8336,Ghost in the Shell,5,0,0,0,0,4298,197,77.53968171062388,8,1,869097600,0
Ghost of Tsushima,0.96,245,2020-07-17,75235,Ghost of Tsushima,12,25,31,0,0,403,10100,89.34369103170609,431,1,1594944000,1
Ghostbusters,0.4222222222222222,1323,1990-06-29,4534,Ghostbusters,5,8,0,0,0,23993,,79.53154678603579,12,1,646617600,0
Ghostbusters,0.4222222222222222,1323,1990-06-29,6054,Ghostbusters,33,0,0,0,0,112,37379,71.84807127559401,31,1,467596800,0
Ghostbusters,0.4222222222222222,1323,1990-06-29,18815,Ghostbusters,5,31,0,0,0,10302,66,30,1,1,1468281600,1
Gnosia,1.0,147,2019-06-20,117988,Gnosia,12,31,32,34,0,8194,13068,73.91442155309034,7,1,1560988800,0
God Mode,0.7,98,2013-04-19,8949,God Mode,5,0,0,0,0,4733,818,44.6067415730337,5,1,1366329600,1
God of War: Ascension,0.7,588,2013-03-12,1291,God of War: Ascension,25,31,0,0,0,15512,13634,74.00950893213852,199,1,1363046400,1
God of War: Ghost of Sparta,0.8,196,2010-11-02,550,God of War: Ghost of Sparta,25,31,0,0,0,431,15512,81.66505605397259,221,1,1288656000,0
God of War: Ghost of Sparta,0.8,196,2010-11-02,224438,God of War: Ghost of Sparta,25,31,0,0,0,431,15512,73.90717469799219,11,1,1315872000,0
God of War: Origins Collection,0.7,98,2011-09-12,20579,God of War: Origins Collection,25,31,0,0,0,431,15512,75.3341855839507,13,1,1315872000,0
Gods Eater Burst,0.8,196,2010-10-28,11852,Gods Eater Burst,12,31,0,0,0,2216,6330,73.47805161969657,10,1,1288224000,1
Godus,0.7,294,,3115,Godus,2,10,11,13,15,1531,,55.94816911702767,19,1,1407283200,1
Godzilla,0.3,98,2014-12-18,75887,Godzilla,9,31,0,0,0,1831,3920,57,4,1,654739200,0
Golden Axe: Beast Rider,0.2,294,2008-10-14,7001,Golden Axe: Beast Rider,25,0,0,0,0,112,2207,70,1,1,1223942400,0
Goodbye Deponia,0.8,49,2013-10-18,5064,Goodbye Deponia,2,9,31,32,0,2248,,81.97446808251689,77,1,1381795200,0
Gotham Knights,0.4,441,2022-10-21,136993,Gotham Knights,12,25,31,0,0,50,937,65.93313289676551,31,1,1666310400,1
Gothic,1.0,147,2001-11-23,2261,Gothic,12,31,0,0,0,1056,1058,86.46062263930985,355,1,984614400,0
Gran Turismo,0.76,490,2009-10-10,1594,Gran Turismo,10,13,0,0,0,884,871,82.10098518367262,230,1,882835200,1
Gran Turismo,0.76,490,2009-10-10,20426,Gran Turismo,10,13,0,0,0,884,13634,66.53954693495506,22,1,1254355200,1
Grand Theft Auto IV,0.9171717171717171,9702,2008-04-29,731,Grand Theft Auto IV,5,10,31,0,0,365,306,83.5420056697875,1471,1,1209427200,1
Grand Theft Auto V,0.9130434782608695,2254,2013-09-17,1020,Grand Theft Auto V,5,10,31,0,0,365,29,89.82097825083261,4306,1,1379376000,1
Grand Theft Auto V,0.9130434782608695,2254,2013-09-17,239064,Grand Theft Auto V,0,0,0,0,0,0,0,91.29417907862972,52,1,1655251200,1
Grand Theft Auto: Vice City,1.0,294,2002-10-27,733,Grand Theft Auto: Vice City,5,10,31,33,0,29,365,87.6690832744371,2301,1,1035676800,1
Grandia III,0.6,147,2006-02-14,18071,Grandia III,12,31,0,0,0,26,1151,80.04527131782945,8,1,1123113600,0
Green Lantern: Rise of the Manhunters,0.65,196,2011-06-07,4896,Green Lantern: Rise of the Manhunters,31,0,0,0,0,160,62,80,4,1,1307404800,1
Gregory Horror Show,0.8,98,2003-12-05,22252,Gregory Horror Show,9,31,0,0,0,655,37,74.00254155494606,7,1,1060214400,0
Grey Goo,1.0,49,2015-01-23,8232,Grey Goo,11,15,0,0,0,3072,67,70.29271893870879,18,1,1421971200,1
Grim Dawn,0.8,49,2016-02-25,1907,Grim Dawn,12,25,31,32,0,915,,74.42879971833194,158,1,1456358400,1
Guacamelee! 2,0.9,196,2018-08-21,75234,Guacamelee! 2,4,8,25,31,32,2168,,81.00383200605495,73,1,1534809600,1
Guitar Hero,0.9777777777777779,441,2010-06-07,1285,Guitar Hero,7,0,0,0,0,843,844,83.13817683237309,87,1,1131408000,1
Guitar Hero Encore: Rocks the 80s,0.7,294,2007-07-24,2676,Guitar Hero Encore: Rocks the 80s,7,13,0,0,0,66,843,70.5895014667286,20,1,1185235200,0
Guitar Hero II,0.9142857142857143,1372,2006-11-07,2670,Guitar Hero II,7,0,0,0,0,843,66,82.59088786514016,136,1,1162857600,1
Half-Life: Blue Shift,1.0,49,2001-06-12,2549,Half-Life: Blue Shift,5,8,9,0,0,257,56,73.22873451500936,295,1,992304000,0
Half-Minute Hero,0.8800000000000001,245,2009-10-13,21943,Half-Minute Hero,9,12,0,0,0,832,5812,83.57511403552182,9,1,1243468800,0
Halo 2,0.85,1568,2004-11-09,986,Halo 2,5,0,0,0,0,620,53,84.39839899477417,557,1,1099958400,1
Halo Wars 2,0.8,147,2017-02-17,11570,Halo Wars 2,11,15,0,0,0,111,722,75.48638616177792,42,1,1487635200,1
Harms Way,0.6,98,2010-12-08,47443,Harms Way,5,10,0,0,0,0,0,57.95007754298983,5,1,1291766400,0
Harry Potter and the Deathly Hallows: Part 2,0.3,196,2011-07-12,4905,Harry Potter and the Deathly Hallows: Part 2,5,0,0,0,0,1,,56.44917763141187,30,1,1310428800,0
Harvest Moon,0.8,49,1996-08-09,3376,Harvest Moon,12,13,15,31,0,716,14747,79.83415869601865,47,1,839548800,0
Harvest Moon: Back to Nature,1.0,98,2000-11-22,3380,Harvest Moon: Back to Nature,12,13,0,0,0,716,1767,85.52731777467818,38,1,945302400,0
Harvest Moon: Frantic Farming,0.8,98,2009-08-25,47791,Harvest Moon: Frantic Farming,9,0,0,0,0,716,716,54,1,1,1251244800,0
Harvey Birdman: Attorney at Law,0.6799999999999999,245,2008-01-08,4907,Harvey Birdman: Attorney at Law,31,34,0,0,0,37,392,77,2,1,1199750400,0
Hatsune Miku: Project Diva X,0.6,98,2016-03-24,12078,Hatsune Miku: Project Diva X,7,0,0,0,0,15878,,70.66433686099266,10,1,1458777600,0
Haunting Ground,0.7333333333333333,147,2005-05-10,14605,Haunting Ground,31,0,0,0,0,660,37,76.01694712240803,40,1,1114041600,0
Haunting Starring Polterguy,0.6,49,,8100,Haunting Starring Polterguy,13,0,0,0,0,1,23993,89.88851167548417,7,1,757296000,0
Hearts of Iron III,0.6,49,2009-08-07,741,Hearts of Iron III,11,15,0,0,0,517,,89.3931392101452,30,1,1249603200,0
Heavy Fire: Afghanistan,0.2,147,2011-11-15,982,Heavy Fire: Afghanistan,5,0,0,0,0,709,710,32.71986485162925,5,1,1320969600,0
Heavy Rain,0.8710526315789474,3724,2010-01-25,493,Heavy Rain,31,0,0,0,0,261,13634,81.84157665663298,887,1,1266451200,0
Henry Hatsworth in the Puzzling Adventure,0.775,392,2009-03-17,9601,Henry Hatsworth in the Puzzling Adventure,8,9,0,0,0,555,19200,80.00140518381677,5,1,1237248000,0
Hero Academy,0.8,147,2012-01-11,15293,Hero Academy,15,32,0,0,0,131,,60,2,1,1341446400,0
Hero Siege,0.8,49,2014-12-29,11708,Hero Siege,12,25,31,32,0,3145,,73.64776184081637,38,1,1390953600,1
Heroes of Might and Magic V,0.9,196,2006-05-23,370,Heroes of Might and Magic V,12,15,16,0,0,101,100,78.3703081387952,209,1,1147737600,0
Hitman 2,1.0,98,2018-11-13,103210,Hitman 2,5,24,31,0,0,50,290,82.34195953275662,231,1,1542067200,1
Hogs of War,0.6,98,2000-06-08,8877,Hogs of War,15,16,24,0,0,5353,13634,71.07675232467516,43,1,968112000,1
Home,0.4,98,2012-06-01,10142,Home,9,31,32,34,0,4606,,73.1879111672299,20,1,1339804800,0
Homeworld: Deserts of Kharak,0.8,98,2016-01-20,15444,Homeworld: Deserts of Kharak,11,15,0,0,0,148,3869,82.30593485017464,21,1,1453248000,0
Horizon Zero Dawn,0.85,784,2017-02-28,11156,Horizon Zero Dawn,5,12,31,0,0,1843,10100,88.14226828121537,1755,1,1488240000,0
Hotline Miami 2: Wrong Number,0.7333333333333333,294,2015-03-10,2126,Hotline Miami 2: Wrong Number,5,32,0,0,0,634,1003,78.36590408592244,357,1,1425945600,0
How to Train Your Dragon,0.3,98,2010-03-23,7012,How to Train Your Dragon,31,0,0,0,0,1909,66,59.84152619360049,7,1,1269302400,0
Hunter: The Reckoning,0.7333333333333333,294,2002-05-21,3950,Hunter: The Reckoning,4,12,25,31,0,5,392,65.10348517292817,12,1,1021939200,1
Hustle Kings,0.6,98,2010-01-28,52232,Hustle Kings,14,0,0,0,0,13634,4380,62.5974625173952,6,1,1233100800,0
Hylics,0.8,49,2015-10-02,11599,Hylics,12,32,0,0,0,18825,,74.38702554529563,17,1,1443744000,0
IL-2 Sturmovik: 1946,1.0,49,2007-03-13,5563,IL-2 Sturmovik: 1946,5,13,24,0,0,2562,2563,94.24666247793061,23,1,1165449600,0
IL-2 Sturmovik: Battle of Stalingrad,1.0,98,2014-10-22,17995,IL-2 Sturmovik: Battle of Stalingrad,13,0,0,0,0,8829,8159,60,2,1,1413936000,0
Ice Age: Continental Drift - Arctic Games,0.2,98,2012-07-10,20002,Ice Age: Continental Drift - Arctic Games,14,0,0,0,0,66,,70,1,1,1341878400,0
Ice Age: Dawn of the Dinosaurs,0.2,49,2009-06-30,4923,Ice Age: Dawn of the Dinosaurs,8,0,0,0,0,66,425,70.78745364619971,14,1,1246320000,0
Ice Climber,0.6,196,1985-01-30,3666,Ice Climber,8,33,0,0,0,70,70,65.67200319703582,113,1,475891200,1
Icewind Dale,0.8,147,2000-06-20,753,Icewind Dale,12,15,0,0,0,5,12,80.02945214734751,97,1,962236800,1
Icewind Dale II,1.0,49,2002-08-28,876,Icewind Dale II,12,15,0,0,0,12,5,81.82068951357893,71,1,1030406400,0
Ignite,0.6,49,2011-10-28,16144,Ignite,10,13,0,0,0,7511,,50,1,1,1315180800,0
Indigo Prophecy,0.7642857142857143,1372,2005-09-16,1928,Indigo Prophecy,31,0,0,0,0,261,2406,83.2262395871586,339,1,1126828800,0
Indivisible,0.6,98,2019-10-08,13555,Indivisible,8,12,31,32,0,5082,445,80.9491742578447,24,1,1570492800,1
Infinity Blade,0.7666666666666667,294,2010-12-09,10029,Infinity Blade,4,12,31,0,0,5999,17463,67.26115712570007,17,1,1291852800,0
"Invisible, Inc.",1.0,49,2015-05-12,6044,"Invisible, Inc.",15,16,24,31,32,1005,,77.57944248897913,58,1,1431388800,1
Ivy the Kiwi?,0.7,196,2010-08-24,4937,Ivy the Kiwi?,8,0,0,0,0,832,248,73,2,1,1261008000,0
Jagged Alliance: Back in Action,0.8,147,2012-02-09,1008,Jagged Alliance: Back in Action,12,13,15,16,24,731,7039,65.11040465339062,5,1,1328659200,0
James Cameron's Avatar: The Game,0.44000000000000006,245,2009-12-01,4211,James Cameron's Avatar: The Game,5,31,0,0,0,61,2096,71.29858227227761,46,1,1259625600,0
Jaws,0.65,392,,68385,Jaws,5,33,0,0,0,4502,1802,42.391183624882,5,1,567907200,0
Jeanne d'Arc,0.8400000000000001,245,2007-08-21,11326,Jeanne d'Arc,12,24,0,0,0,837,13634,79.25222238941005,16,1,1164153600,0
JoJo's Bizarre Adventure: All Star Battle,0.6,98,2013-08-29,6517,JoJo's Bizarre Adventure: All Star Battle,4,33,0,0,0,2438,248,87.02365117385293,19,1,1377734400,0
Joe Danger 2: The Movie,0.8,147,2012-10-09,11241,Joe Danger 2: The Movie,8,10,32,0,0,1641,,59.84785944846781,10,1,1347580800,0
Journey,0.9529411764705882,1666,2012-03-13,1352,Journey,8,31,0,0,0,857,11662,85.79065469121167,954,1,1331596800,1
Judgment,1.0,98,2018-12-13,109274,Judgment,12,31,0,0,0,15878,14150,82.82256783991797,65,1,1544659200,0
Jurassic Park,0.55,784,,4519,Jurassic Park,5,8,0,0,0,112,1402,83.84556923448636,39,1,746323200,0
Jurassic Park,0.55,784,,11067,Jurassic Park,2,5,31,0,0,1271,303,59.07517306065473,24,1,749433600,0
Jurassic Park,0.55,784,,15543,Jurassic Park,5,0,0,0,0,1271,,34.8,5,1,788832000,0
Jurassic Park,0.55,784,,25880,Jurassic Park,5,31,0,0,0,1271,,98.49095699205262,11,1,757296000,0
Jurassic Park,0.55,784,,134299,Jurassic Park,8,33,0,0,0,4981,,57.57618906016609,6,1,757296000,0
Just Cause 4,0.8,49,2018-12-04,103261,Just Cause 4,5,31,0,0,0,26,437,65.5732675786799,104,1,1543881600,0
